dataset,corpus,query_id,split,query_type,difficulty,method,baseline_rank,rank,rank_delta_baseline_minus_method,change,hit_at_5,query,relevant_document_ids,top5_document_ids
english,english_221,emanual_97,test,english,emanual,hybrid,4,4,0,unchanged,True,What are the uses of buttons in the e-manual?,doc_1725377e288e3615,doc_2caad8a88899272a|doc_4fa7990263faeb2a|doc_83dbad72020c426c|doc_1725377e288e3615|doc_0012580590c4c18b
english,english_221,emanual_92,test,english,emanual,hybrid,1,1,0,unchanged,True,How to create new account in SmartThings ?,doc_88924c0794a9c8d4|doc_a99a8099396779cd,doc_a99a8099396779cd|doc_88924c0794a9c8d4|doc_fe8b5be25413f30d|doc_fbd8475fad369e41|doc_7d9084e249b806f6
english,english_221,emanual_3,validation,english,emanual,hybrid,1,2,-1,declined,True,Why my screen getting darker and also sometimes in state of black screen?,doc_1ccf529a297411ff|doc_559038e0a46f70dd,doc_0f4a2c01c63c7750|doc_559038e0a46f70dd|doc_1ccf529a297411ff|doc_0af7c92f8dbdb29b|doc_e0c8d52bda0ed65c
english,english_221,emanual_300,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I set scheduled viewing time?,doc_021c12c35b16c64e|doc_a516564b3a344f30|doc_f2a6f947643fc60e,doc_f2a6f947643fc60e|doc_3bf0ef285005ae77|doc_021c12c35b16c64e|doc_a516564b3a344f30|doc_a41de15e5b29bc4a
english,english_221,emanual_75,validation,english,emanual,hybrid,1,1,0,unchanged,True,How to sign out of Samsung account?,doc_5c5589c27cc2fd98,doc_5c5589c27cc2fd98|doc_fbd8475fad369e41|doc_88924c0794a9c8d4|doc_8f11f2ca6b134ad9|doc_75b8a9fd66adafa1
english,english_221,emanual_458,validation,english,emanual,hybrid,2,1,1,improved,True,How do I reset sound settings?,doc_c62d865190756e69,doc_c62d865190756e69|doc_d0c4a5adf3ffc776|doc_dc30edcb02d26e16|doc_5f9d9d64cde629ee|doc_a9e6a8fa88d31bdc
english,english_221,emanual_347,test,english,emanual,hybrid,1,1,0,unchanged,True,How to update TV's software through USB device?,doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_de2026d4614e336e|doc_755e377f476da28d|doc_c0f02da9d00f95d9|doc_3f10c228d9ebd41b
english,english_221,emanual_82,test,english,emanual,hybrid,1,1,0,unchanged,True,I need to lock app. How to do this?,doc_9bcc997d8d11776c,doc_9bcc997d8d11776c|doc_e55ae96035dd76d6|doc_8e1e6874ad912b93|doc_60dafa15fdeb038e|doc_8a7e529a6a2552da
english,english_221,emanual_437,validation,english,emanual,hybrid,16,5,11,improved,True,What can I do if I am getting distorted picture on TV?,doc_bb306395cc6d4f76,doc_202f58843ae10ffc|doc_c76d00f88bf6de78|doc_e0c8d52bda0ed65c|doc_e12736352b7e2a01|doc_bb306395cc6d4f76
english,english_221,emanual_50,validation,english,emanual,hybrid,2,1,1,improved,True,What is picture mode?,doc_af9e1db1daf8b03b,doc_af9e1db1daf8b03b|doc_e12736352b7e2a01|doc_f73c1df3570f9c39|doc_d4d50252bc60bc84|doc_d5537ad686b27380
english,english_221,emanual_211,validation,english,emanual,hybrid,3,1,2,improved,True,How do I configure Sharpness?,doc_353741387bfd6387,doc_353741387bfd6387|doc_bb306395cc6d4f76|doc_afafb124cc440374|doc_cb5137af2abe18b6|doc_a99a8099396779cd
english,english_221,emanual_558,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I turn TV in Ambient Mode?,doc_559038e0a46f70dd|doc_fd9f5beff7a82de8,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_9037c6468fd9ab9c
english,english_221,emanual_289,test,english,emanual,hybrid,1,1,0,unchanged,True,Explain the steps how to do Schedule Recording while watching a program?,doc_0957beae540a0ea4,doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_6a9904e1c70aa2ec|doc_a41de15e5b29bc4a|doc_d9b0f08bb9be9cd5
english,english_221,emanual_125,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I open the accessibility Shortcuts menu?,doc_c054145800fbf428|doc_f0e90fb8f636298c,doc_c054145800fbf428|doc_f0e90fb8f636298c|doc_0e27df103bf080bd|doc_0012580590c4c18b|doc_c4a1cafcf274cbae
english,english_221,emanual_489,validation,english,emanual,hybrid,9,4,5,improved,True,Can I configure Color?,doc_353741387bfd6387,doc_afafb124cc440374|doc_af2ec7a96f792725|doc_599100686061968d|doc_353741387bfd6387|doc_64626f5b3d334fe7
english,english_221,emanual_196,validation,english,emanual,hybrid,4,1,3,improved,True,From where I can select beautiful screens?,doc_1877001c624f7540|doc_d0b12e9c89efb338,doc_d0b12e9c89efb338|doc_af2ec7a96f792725|doc_af9e1db1daf8b03b|doc_2bbca0997af7e74a|doc_1877001c624f7540
english,english_221,emanual_390,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I enable audio for video description function?,doc_0012580590c4c18b|doc_f7603509c53ff3ed,doc_f7603509c53ff3ed|doc_c054145800fbf428|doc_21e1954dbcd5e7b3|doc_63df1531cbdc659b|doc_0012580590c4c18b
english,english_221,emanual_405,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I do factory reset?,doc_25dffc7c886f9021|doc_c62d865190756e69|doc_e46962318e2553d7,doc_25dffc7c886f9021|doc_e46962318e2553d7|doc_c62d865190756e69|doc_0f015058bf7c2775|doc_a9e6a8fa88d31bdc
english,english_221,emanual_257,test,english,emanual,hybrid,2,1,1,improved,True,How do I change the current time on TV?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_021c12c35b16c64e|doc_a41de15e5b29bc4a|doc_f0c8daaf5bb32caa|doc_09768321cd4ba86c
english,english_221,emanual_237,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I select Optimized sound mode?,doc_99b36d27411cc595,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776|doc_706dedfd66e0c194|doc_dc30edcb02d26e16|doc_c0720d5f0d595fea
english,english_221,emanual_377,validation,english,emanual,hybrid,2,1,1,improved,True,What is connection guide?,doc_3116d72414e56f1e|doc_41c59520df46bac2,doc_3116d72414e56f1e|doc_2c3942511eba49a0|doc_6bd153be7515154c|doc_cfaf16da067601a6|doc_562d294fe96ed140
english,english_221,emanual_539,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I select Ambient Light Detection ?,doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_af2ec7a96f792725|doc_bb306395cc6d4f76|doc_fd9f5beff7a82de8|doc_559038e0a46f70dd
english,english_221,emanual_574,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I establish a wired Internet connection?,doc_47ce19cf70eb6dd7|doc_b004658a7d9ff39a|doc_e778c8da35de9c2f,doc_47ce19cf70eb6dd7|doc_58f9883ef5600855|doc_39d0ee956dd210f7|doc_1dd3a6f1cd0a8ac3|doc_e778c8da35de9c2f
english,english_221,emanual_318,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I edit channels?,doc_00755b389731a48d|doc_c246ec277efd47fe|doc_e7ca421f430ee3c1,doc_c246ec277efd47fe|doc_a17d0b6c852f901f|doc_e7ca421f430ee3c1|doc_55d56943df651835|doc_00755b389731a48d
english,english_221,emanual_59,test,english,emanual,hybrid,1,1,0,unchanged,True,How to turn TV in Ambient Mode?,doc_559038e0a46f70dd|doc_fd9f5beff7a82de8,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_9037c6468fd9ab9c
english,english_221,emanual_537,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I turn off the TV using off timer?,doc_8cef7e3848eac080,doc_8cef7e3848eac080|doc_5bcad3b6bf037da3|doc_fd9f5beff7a82de8|doc_afc84e50acac12bb|doc_d0b12e9c89efb338
english,english_221,emanual_346,validation,english,emanual,hybrid,2,1,1,improved,True,How to update TV's software through internet?,doc_c0f02da9d00f95d9|doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_de2026d4614e336e|doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_58f9883ef5600855
english,english_221,emanual_420,test,english,emanual,hybrid,14,2,12,improved,True,How do I fix blurring issues on TV screen?,doc_bb306395cc6d4f76,doc_0f4a2c01c63c7750|doc_bb306395cc6d4f76|doc_e0c8d52bda0ed65c|doc_0f015058bf7c2775|doc_599100686061968d
english,english_221,emanual_363,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I changing the name of the TV on a network?,doc_425a79f5973c1d9d,doc_425a79f5973c1d9d|doc_ddd6ae0d609aa092|doc_986fba7cc31b5767|doc_a17d0b6c852f901f|doc_db1a96f5b1f00b6e
english,english_221,emanual_4,test,english,emanual,hybrid,1,1,0,unchanged,True,What is decor and how to set wallpaper of the Ambient Mode screen?,doc_af2ec7a96f792725,doc_af2ec7a96f792725|doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_da1300ebb4dd314e
english,english_221,emanual_140,validation,english,emanual,hybrid,1,1,0,unchanged,True,How can I record my scheduled program?,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a|doc_5d7d7b3b2abc89df|doc_a41de15e5b29bc4a|doc_6a9904e1c70aa2ec
english,english_221,emanual_473,test,english,emanual,hybrid,3,2,1,improved,True,I want to setup a beautiful screens. How can I do that?,doc_d0b12e9c89efb338,doc_af2ec7a96f792725|doc_d0b12e9c89efb338|doc_2bbca0997af7e74a|doc_1877001c624f7540|doc_fd9f5beff7a82de8
english,english_221,emanual_403,test,english,emanual,hybrid,3,1,2,improved,True,How do I enable/disable light effect?,doc_af2ec7a96f792725|doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_5f1455bdfe05f29a|doc_bb306395cc6d4f76|doc_353741387bfd6387|doc_af2ec7a96f792725
english,english_221,emanual_605,validation,english,emanual,hybrid,1,1,0,unchanged,True,Where do I find accessibility shortcuts functions?,doc_c054145800fbf428|doc_f0e90fb8f636298c,doc_c054145800fbf428|doc_f0e90fb8f636298c|doc_0e27df103bf080bd|doc_c4a1cafcf274cbae|doc_0012580590c4c18b
english,english_221,emanual_132,test,english,emanual,hybrid,2,2,0,unchanged,True,How do I turn on High Contrast using Bixby?,doc_3deec08e7a494c6d|doc_cb5137af2abe18b6,doc_2bbca0997af7e74a|doc_cb5137af2abe18b6|doc_2839c652ea71d611|doc_3deec08e7a494c6d|doc_353741387bfd6387
english,english_221,emanual_396,validation,english,emanual,hybrid,1,1,0,unchanged,True,What is the function of 'Learn Menu Screen'?,doc_1c805f0df386110a|doc_44e1346840a728bb,doc_1c805f0df386110a|doc_44e1346840a728bb|doc_f0e90fb8f636298c|doc_9ea31ceb018bd241|doc_0012580590c4c18b
english,english_221,emanual_522,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I do Sound Mirroring?,doc_93b5337a580bd24e|doc_dc30edcb02d26e16,doc_dc30edcb02d26e16|doc_93b5337a580bd24e|doc_d4d50252bc60bc84|doc_9e96c99788950641|doc_0f015058bf7c2775
english,english_221,emanual_365,test,english,emanual,hybrid,1,1,0,unchanged,True,My IP auto setting failed. How to configure it?,doc_e778c8da35de9c2f,doc_e778c8da35de9c2f|doc_c3adb567b151b0fb|doc_5c5589c27cc2fd98|doc_c0c0b15cc2de836c|doc_755e377f476da28d
english,english_221,emanual_395,test,english,emanual,hybrid,1,1,0,unchanged,True,What is the function of 'Learn TV Remote'?,doc_9ea31ceb018bd241,doc_9ea31ceb018bd241|doc_f0e90fb8f636298c|doc_0012580590c4c18b|doc_c987f7c29cc250f8|doc_f2b33f1597080e73
english,english_221,emanual_101,validation,english,emanual,hybrid,2,2,0,unchanged,True,I am not getting full display picture. How do I do that?,doc_d5537ad686b27380|doc_e0c8d52bda0ed65c,doc_e12736352b7e2a01|doc_d5537ad686b27380|doc_e0c8d52bda0ed65c|doc_615a7c3ab71fc9f0|doc_f73c1df3570f9c39
english,english_221,emanual_426,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I fix the missing/wrong color issue ?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_599100686061968d|doc_64626f5b3d334fe7|doc_0f4a2c01c63c7750|doc_353741387bfd6387
english,english_221,emanual_393,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I invert the screen colors?,doc_599100686061968d,doc_599100686061968d|doc_0f4a2c01c63c7750|doc_e0c8d52bda0ed65c|doc_0af7c92f8dbdb29b|doc_af2ec7a96f792725
english,english_221,emanual_98,validation,english,emanual,hybrid,1,2,-1,declined,True,How to surf internet on my TV?,doc_47ce19cf70eb6dd7|doc_6935de094dfc03d5,doc_58f9883ef5600855|doc_6935de094dfc03d5|doc_39d0ee956dd210f7|doc_fce8424fccb22773|doc_0e7fbbe1ec22ae1b
english,english_221,emanual_305,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I record using time Timeshift function?,doc_5d7d7b3b2abc89df|doc_740618e7a565f652,doc_5d7d7b3b2abc89df|doc_740618e7a565f652|doc_337f179766a0da74|doc_ae3ce3395e81ce1c|doc_1c2902da5d91b0b5
english,english_221,emanual_478,validation,english,emanual,hybrid,1,1,0,unchanged,True,I want to change the auto brightness setting. How can I do that?,doc_1ccf529a297411ff|doc_559038e0a46f70dd,doc_559038e0a46f70dd|doc_afc84e50acac12bb|doc_1ccf529a297411ff|doc_af2ec7a96f792725|doc_e12736352b7e2a01
english,english_221,emanual_19,test,english,emanual,hybrid,5,1,4,improved,True,How to configure Contrast and Sharpness?,doc_353741387bfd6387,doc_353741387bfd6387|doc_2bbca0997af7e74a|doc_bb306395cc6d4f76|doc_0af7c92f8dbdb29b|doc_cb5137af2abe18b6
english,english_221,emanual_225,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I configure Color Space Settings?,doc_353741387bfd6387,doc_353741387bfd6387|doc_599100686061968d|doc_af2ec7a96f792725|doc_28fa362e0abac177|doc_afafb124cc440374
english,english_221,emanual_631,test,english,emanual,hybrid,5,2,3,improved,True,Where do I find Reset option ?,doc_25dffc7c886f9021|doc_c62d865190756e69|doc_e46962318e2553d7,doc_a9e6a8fa88d31bdc|doc_e46962318e2553d7|doc_c62d865190756e69|doc_25dffc7c886f9021|doc_ef91d3ce054acb3a
english,english_221,emanual_401,validation,english,emanual,hybrid,2,1,1,improved,True,How do I change the menu language option?,doc_2c3942511eba49a0,doc_2c3942511eba49a0|doc_0012580590c4c18b|doc_d2eed91f926a63e8|doc_5f1455bdfe05f29a|doc_6bd153be7515154c
english,english_221,emanual_454,test,english,emanual,hybrid,1,1,0,unchanged,True,I get this error 'some files cannot be played'. How do I fix this?,doc_34b450cc73b25221|doc_81063f3c891a1b05|doc_cef1248669442981,doc_cef1248669442981|doc_9fe99c4ceabe0309|doc_81063f3c891a1b05|doc_34b450cc73b25221|doc_cb1b5a038480e6c2
english,english_221,emanual_188,test,english,emanual,hybrid,1,1,0,unchanged,True,How can I turn on ambient mode on TV screen?,doc_1ccf529a297411ff|doc_fd9f5beff7a82de8,doc_1ccf529a297411ff|doc_fd9f5beff7a82de8|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_9037c6468fd9ab9c
english,english_221,emanual_423,validation,english,emanual,hybrid,4,3,1,improved,True,What do I do if the channel is not found?,doc_202f58843ae10ffc|doc_5727e1afc29df334|doc_db1a96f5b1f00b6e,doc_4ae5dbe8a44556a1|doc_e7ca421f430ee3c1|doc_5727e1afc29df334|doc_af3de84130096de7|doc_a17d0b6c852f901f
english,english_221,emanual_275,validation,english,emanual,hybrid,1,1,0,unchanged,True,What are the precautions for bixby?,doc_487682275d5ba6d5,doc_487682275d5ba6d5|doc_2839c652ea71d611|doc_3deec08e7a494c6d|doc_9abc2b8d64750577|doc_75b8a9fd66adafa1
english,english_221,emanual_287,validation,english,emanual,hybrid,1,1,0,unchanged,True,Explain the steps how to do Schedule Recording from the guide screen?,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a|doc_a41de15e5b29bc4a|doc_5d7d7b3b2abc89df|doc_d9b0f08bb9be9cd5
english,english_221,emanual_191,test,english,emanual,hybrid,2,2,0,unchanged,True,Can you explain Ambient Mode?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_da1300ebb4dd314e
english,english_221,emanual_176,test,english,emanual,hybrid,6,1,5,improved,True,How can I search for the channels?,doc_242dd5273a96502e|doc_4ae5dbe8a44556a1|doc_af3de84130096de7,doc_af3de84130096de7|doc_99298e6ce8a369cb|doc_3af6b352347331b3|doc_4ae5dbe8a44556a1|doc_c246ec277efd47fe
english,english_221,emanual_283,test,english,emanual,hybrid,6,1,5,improved,True,How can I select channel filter option ?,doc_4ae5dbe8a44556a1|doc_af3de84130096de7,doc_af3de84130096de7|doc_7053f89cc7e28fba|doc_09768321cd4ba86c|doc_a17d0b6c852f901f|doc_a41de15e5b29bc4a
english,english_221,emanual_555,validation,english,emanual,hybrid,8,2,6,improved,True,Can I select an external device connected to the TV?,doc_1eb01c14078311bb|doc_62c766ca8620a46c,doc_3116d72414e56f1e|doc_62c766ca8620a46c|doc_ecf785b83c1c1e49|doc_8a791c96504e4485|doc_53fcd1f78a8ca465
english,english_221,emanual_637,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I fix powering on issue?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_e778c8da35de9c2f|doc_599100686061968d|doc_e5596e1b3e874338|doc_2bbca0997af7e74a
english,english_221,emanual_535,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I set the clock manually?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_8cef7e3848eac080|doc_f2a6f947643fc60e|doc_f0c8daaf5bb32caa|doc_d9b0f08bb9be9cd5
english,english_221,emanual_256,validation,english,emanual,hybrid,1,1,0,unchanged,True,How to set Daylight Saving Time (DST)?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_f0c8daaf5bb32caa|doc_f2a6f947643fc60e|doc_202165cdad773eb5|doc_a516564b3a344f30
english,english_221,emanual_267,validation,english,emanual,hybrid,2,1,1,improved,True,How do I update TV’s software through Internet?,doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_de2026d4614e336e|doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_58f9883ef5600855
english,english_221,emanual_543,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I select Auto Power Off?,doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_559038e0a46f70dd|doc_755e377f476da28d|doc_1ccf529a297411ff|doc_c0f02da9d00f95d9
english,english_221,emanual_599,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I get better audio quality. What are the connections guidelines for it?,doc_63df1531cbdc659b|doc_c0720d5f0d595fea|doc_d3ccc0799b2a15fd,doc_c0720d5f0d595fea|doc_d3ccc0799b2a15fd|doc_63df1531cbdc659b|doc_cfaf16da067601a6|doc_dc30edcb02d26e16
english,english_221,emanual_466,test,english,emanual,hybrid,1,1,0,unchanged,True,I dont know about Universal Guide. What is it?,doc_c8cba373f361e344,doc_c8cba373f361e344|doc_9037c6468fd9ab9c|doc_41c59520df46bac2|doc_09768321cd4ba86c|doc_d0b12e9c89efb338
english,english_221,emanual_276,test,english,emanual,hybrid,1,1,0,unchanged,True,Please instruct how to record any program?,doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_ef91d3ce054acb3a,doc_ef91d3ce054acb3a|doc_5d7d7b3b2abc89df|doc_0957beae540a0ea4|doc_202165cdad773eb5|doc_bfa33793ab1fe7de
english,english_221,emanual_282,test,english,emanual,hybrid,17,8,9,improved,False,From where I can see program information?,doc_021c12c35b16c64e|doc_a516564b3a344f30,doc_3a3e2297d8738f02|doc_a41de15e5b29bc4a|doc_09768321cd4ba86c|doc_bfa33793ab1fe7de|doc_5d7d7b3b2abc89df
english,english_221,emanual_186,validation,english,emanual,hybrid,5,1,4,improved,True,What is the use of search option in tne smart hub?,doc_0e7fbbe1ec22ae1b|doc_de8b8dd292c3b28e,doc_de8b8dd292c3b28e|doc_a9e6a8fa88d31bdc|doc_60dafa15fdeb038e|doc_5d0f867bdf5d3927|doc_ec5bc8bc9dee6a28
english,english_221,emanual_116,test,english,emanual,hybrid,2,1,1,improved,True,My software update over the Internet has failed. How do I fix this?,doc_755e377f476da28d|doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_de2026d4614e336e|doc_39d0ee956dd210f7|doc_c0f02da9d00f95d9|doc_755e377f476da28d
english,english_221,emanual_85,validation,english,emanual,hybrid,3,1,2,improved,True,How can I check app details?,doc_9bcc997d8d11776c,doc_9bcc997d8d11776c|doc_6315e132a25457cc|doc_d2eed91f926a63e8|doc_3f10c228d9ebd41b|doc_7d9084e249b806f6
english,english_221,emanual_524,validation,english,emanual,hybrid,2,1,1,improved,True,Can I select Sound Feedback?,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776,doc_99b36d27411cc595|doc_dc30edcb02d26e16|doc_d4d50252bc60bc84|doc_4874e4ea0e6bc8ee|doc_d0c4a5adf3ffc776
english,english_221,emanual_413,test,english,emanual,hybrid,1,1,0,unchanged,True,Where do I find signal information ?,doc_370d54180294fdd8,doc_370d54180294fdd8|doc_0f015058bf7c2775|doc_202f58843ae10ffc|doc_bb306395cc6d4f76|doc_09768321cd4ba86c
english,english_221,emanual_648,test,english,emanual,hybrid,2,1,1,improved,True,Can I fix odd sound of speaker?,doc_422d081516bd1cce|doc_dc30edcb02d26e16,doc_422d081516bd1cce|doc_4874e4ea0e6bc8ee|doc_d0c4a5adf3ffc776|doc_5f9d9d64cde629ee|doc_99b36d27411cc595
english,english_221,emanual_442,test,english,emanual,hybrid,1,1,0,unchanged,True,What do I do if wireless network connection failed?,doc_39d0ee956dd210f7|doc_e778c8da35de9c2f,doc_39d0ee956dd210f7|doc_e778c8da35de9c2f|doc_47ce19cf70eb6dd7|doc_f2ba67732e29a2f7|doc_25dffc7c886f9021
english,english_221,emanual_529,validation,english,emanual,hybrid,2,1,1,improved,True,Can I set the current time on the TV?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_f0c8daaf5bb32caa|doc_021c12c35b16c64e|doc_8cef7e3848eac080|doc_d9b0f08bb9be9cd5
english,english_221,emanual_434,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I fix Weak or No Signal issue?,doc_202f58843ae10ffc|doc_370d54180294fdd8,doc_202f58843ae10ffc|doc_bb306395cc6d4f76|doc_370d54180294fdd8|doc_422d081516bd1cce|doc_16dcff0dc12a6a13
english,english_221,emanual_468,validation,english,emanual,hybrid,2,2,0,unchanged,True,I don't know about Ambient Mode. Can you explain briefly?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_da1300ebb4dd314e
english,english_221,emanual_527,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I connect to the bluetooth audio devices to the TV?,doc_3feef92b8b9bf00c|doc_b525bb5a3da3aa93,doc_b525bb5a3da3aa93|doc_3feef92b8b9bf00c|doc_9a205fc1630e4713|doc_4fddcd013da0197c|doc_cfaf16da067601a6
english,english_221,emanual_371,test,english,emanual,hybrid,2,2,0,unchanged,True,How can I connect my mobile device to the TV?,doc_4575d3ff16a9c519|doc_7d9084e249b806f6|doc_a00c8eaf77703d82,doc_e5596e1b3e874338|doc_7d9084e249b806f6|doc_804541978d7fce82|doc_93b5337a580bd24e|doc_a00c8eaf77703d82
english,english_221,emanual_348,validation,english,emanual,hybrid,2,1,1,improved,True,How to update the TV automatically ?,doc_755e377f476da28d|doc_c0f02da9d00f95d9,doc_c0f02da9d00f95d9|doc_e66d2e96bcd55a11|doc_755e377f476da28d|doc_de2026d4614e336e|doc_9bcc997d8d11776c
english,english_221,emanual_618,validation,english,emanual,hybrid,4,2,2,improved,True,Can I change the menu language option?,doc_2c3942511eba49a0|doc_c4a1cafcf274cbae,doc_d2eed91f926a63e8|doc_2c3942511eba49a0|doc_2bbca0997af7e74a|doc_0012580590c4c18b|doc_6bd153be7515154c
english,english_221,emanual_284,test,english,emanual,hybrid,209,35,174,improved,False,How can I change Antenna type?,doc_db1a96f5b1f00b6e,doc_370d54180294fdd8|doc_c028da2f1c056433|doc_b004658a7d9ff39a|doc_ddd6ae0d609aa092|doc_425a79f5973c1d9d
english,english_221,emanual_310,test,english,emanual,hybrid,2,2,0,unchanged,True,How can I jump forward / jump backward?,doc_21e1954dbcd5e7b3,doc_ae3ce3395e81ce1c|doc_21e1954dbcd5e7b3|doc_202165cdad773eb5|doc_da1300ebb4dd314e|doc_60dafa15fdeb038e
english,english_221,emanual_514,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I select Optimized sound mode?,doc_99b36d27411cc595,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776|doc_706dedfd66e0c194|doc_dc30edcb02d26e16|doc_af9e1db1daf8b03b
english,english_221,emanual_69,validation,english,emanual,hybrid,1,1,0,unchanged,True,How to create a Samsung account using a Facebook account?,doc_88924c0794a9c8d4,doc_88924c0794a9c8d4|doc_fbd8475fad369e41|doc_5c5589c27cc2fd98|doc_75b8a9fd66adafa1|doc_8f11f2ca6b134ad9
english,english_221,emanual_145,test,english,emanual,hybrid,1,1,0,unchanged,True,Where do I find the list of my favorite channels?,doc_3af6b352347331b3|doc_95fa017d8afc2bc7,doc_95fa017d8afc2bc7|doc_55d56943df651835|doc_c246ec277efd47fe|doc_242dd5273a96502e|doc_ffe8bf4b5c0e3c80
english,english_221,emanual_139,validation,english,emanual,hybrid,1,1,0,unchanged,True,How can I schedule any program?,doc_021c12c35b16c64e|doc_a516564b3a344f30,doc_a516564b3a344f30|doc_021c12c35b16c64e|doc_5d7d7b3b2abc89df|doc_a41de15e5b29bc4a|doc_6a9904e1c70aa2ec
english,english_221,emanual_146,validation,english,emanual,hybrid,9,4,5,improved,True,Where do I find Guide Screen option?,doc_0012580590c4c18b|doc_1c805f0df386110a,doc_09768321cd4ba86c|doc_ef91d3ce054acb3a|doc_f0e90fb8f636298c|doc_0012580590c4c18b|doc_bfa33793ab1fe7de
english,english_221,emanual_89,test,english,emanual,hybrid,1,1,0,unchanged,True,What is the use of universal guide?,doc_c8cba373f361e344,doc_c8cba373f361e344|doc_41c59520df46bac2|doc_9037c6468fd9ab9c|doc_d0b12e9c89efb338|doc_1eb01c14078311bb
english,english_221,emanual_212,validation,english,emanual,hybrid,6,1,5,improved,True,How do I configure Color?,doc_353741387bfd6387,doc_353741387bfd6387|doc_599100686061968d|doc_64626f5b3d334fe7|doc_afafb124cc440374|doc_af2ec7a96f792725
english,english_221,emanual_1,test,english,emanual,hybrid,20,3,17,improved,True,What is source and how to serch data for channels?,doc_1eb01c14078311bb|doc_4ae5dbe8a44556a1,doc_3116d72414e56f1e|doc_af3de84130096de7|doc_1eb01c14078311bb|doc_242dd5273a96502e|doc_9037c6468fd9ab9c
english,english_221,emanual_451,test,english,emanual,hybrid,22,8,14,improved,False,TV audio is not being played through the receiver. What should I do?,doc_16dcff0dc12a6a13|doc_422d081516bd1cce,doc_3feef92b8b9bf00c|doc_dc30edcb02d26e16|doc_8b3d319a2cd834b3|doc_4fddcd013da0197c|doc_b525bb5a3da3aa93
